mwe_template	semantic_tags
不_adv 适应_verb 环境_noun 的_part 人_noun	A6.2-/S2mf
不_adv 遮覆地_verb	A13.7
不_adv 重要的_verb	A11.1- N3.2- P1 T3-/S2mf X2.1- X2.4- X6- X5.2- A5.1
不_adv 镇定_verb	E3- E6-
不_adv 隐瞒_verb 地_part	A10+
不_adv 需_verb 依靠_verb 支撑_verb 物_noun	A1.7-
不_adv 需_verb 加以_verb 说明_noun	A7+
不_adv 顺眼_verb	O4.2-
不_adv 顾_verb 自己_pron	S1.2.3- S1.2.2-
不_adv 骚动_noun	O4.1 E5+
不一_verb 律的_verb	O4.4 A6.3+ A6.1-
不为人_noun 所_part 信_verb 的_part 预言家_noun	Z1f
不久_noun 将来_noun	T4+ T1.1.1
不久_noun 的_part 将来_noun	T2+
不习惯_adv 使用_verb	X2.2- X9.1- I3.2-
不予_verb 重视_noun	A11.1-/A8
不亲切_verb 的_part 行为_noun	A1.1.2 S8-
不仅_adv 而且_adv	Z4 Z5
不付_adj 赌金_noun 而_part 溜掉_verb	Z2 Z2/Q3 Z2/S2mfnc
不休_adv 地说_verb	X3.2
不休_adv 的_part 谈_verb	Q2.1
不会_adj 受伤害_noun	S1.2.5+
不会_noun ._punc ._punc ._punc	T1/Z6 X9.1-
不但_adv 如是_adv	Z4
不使_verb 用的_verb	A1.5.1-
不信神_pnoun 的_part 人_noun	S9 S9/S2mf
不值得_adv 尊敬地_noun	S1.1.4-
不偏_adv 心_noun	G2.2+/E2
不偏_adv 见_verb	A1.7- G1.2 N5+ G1.2/S2mf
不偏不倚_verb 地_noun	E3- M4fn F3 X3.2
不停_adv 的_part 动_verb	E4.1+/S2mf M1 M2
不停地_adv 施予_verb	A1.1.1/N5+ N5+
不像是_adv 真_verb	A7-
不光明_adv 正大_pnoun	G2.2-
不全_adv 圆的_verb	A6.2-
不关_verb 心地_noun	E3+ X5.2- A5.1
不关心_adv 政治_noun	G1.1 G1.2/X5.2-
不具_adv 名地_noun	A10-
不凡_verb 的_part 抱负_noun	X7+
不列颠_pnoun 语_noun	Z2 Z2/S2mfnc
不利_adj 地位_noun	A9+ K5.2% B5 O2 I1.1 M7/N3.2-
不利_adj 条件_noun	A5.1-
不利_verb 的_part 立场_noun	A5.1-
不利于_verb 自己_pron 的_part 企图_noun	X9.2-
不加_adv 决定_verb 而_adv 搁置_verb	T4- M2 M1
不加_adv 批判_verb	X2.4-
不加_adv 考虑_verb	A9- E3/L1-
不加思考_verb 地_noun	A13.6 A14 A12+
不加思考_verb 地说_noun	A10- S5- G1.1- G3/S2mf B1
不动_verb 的_part 人_noun	M8
不受_verb 拘束_noun	S6-
不受_verb 禁令_noun 约束_noun	E5+ A1.7-
不变化_verb 地_part	T2+++
不可宽恕_verb 的_part 事_noun	G2.2-
不可思议_verb 的_part 东西_noun	X2.2- X2.5-
不可思议_verb 的_part 事情_noun	A5.1+ A6.2- X2.1 X2.6-
不可思议_verb 的_part 人物_noun	S9 X2.6- O4.2+
不可思议_verb 的_part 力量_noun	S9 A11.1+ A5.1+
不可救药_verb 之人_noun	B2- N5+ X7-
不可救药_verb 的_part 人_noun	A2.1-
不可缺_adv 少的_verb	A11.1++
不可能_adj 地_noun	A7- A12-
不可能_adj 的_part 事_noun	A7- A12-
不可避免_verb 之事_noun	A7+++
不合_verb 标准_noun	A5.2- S4/S2mf A5.1-/S2.2m A12-
不合_verb 潮流_noun 的_part 人_noun 物_noun	T3++
不合格_adj 折贴_noun	O4.2-
不合群_adj 的_part 动物_noun	S5-/S2mf S5-
不合规格_verb 的_part 记号_noun	A5.1- G2.2- L3
不吉利_pnoun 的_part 预兆_noun	X3.2 S9
不同_adj 凡_adv 想_verb 之物_noun	F1
不同_adj 政见_noun	A6.1-
不同_adj 文化_noun 间的_noun	S5+
不向_verb 屈服_verb	T2++ A2.2 S8+ A9+ A1.1.1 B1
不吝啬_adv 施与_verb	A10- S5- G1.1- G3/S2mf B1
不含_verb 糊的_verb	A7+
不善_verb 运动者_noun	B5
不善于_adv 表达_verb	Q3 Q2.2/X9.1- B1 A7- A4.2-
不喜_verb 出_verb 风头_noun	S1.2.3-
不在场_adv 证明_verb 辩解_verb	G2.1
不多_verb 嘴_noun	S1.2.3- A11.2-
不够_adv 考究_verb	H4/M7
不够格_verb 的_part 没有_verb	X7+ S6+ A7+ S3.2 A9-
不安_noun 或_conj 焦虑_noun 引起_verb	E6-
不完全_adj 变化_noun 动词_noun	A5.1- B2-/X1
不定词_noun 及_conj 其他_det 数量词_noun 之前_loc	Z6
不实_adj 用的_noun	P1 A1.6 P1/S2mf
不实_verb 在的_verb	A5.2- S1.2.6- A5.4-
不实际_adj 的_part 社会_noun 改_verb 良家_noun	S8+/S2mf
不容_verb 差错_noun	O4.1 X8+ X5.2+ N5+ A12- O4.5 S1.2.5+
不容易_adv 听话_verb 的_part 人_noun	Z6/Z8m
不容易_adv 驾驭_verb	S1.2/A2.1-
不容许_adv 相反_verb 的_part 言论_noun	S7.4-
不属_verb 任何_det 型类_noun 的_part 人_noun	A6.2+
不属于_verb 教派_noun	S9-
不带_adj 武器_noun	G3-
不带_noun 女伴_noun 而_part 出席_verb	L2mn
不带_noun 感情_noun	S5-
不平_noun 的_part 来由_noun	Q2.2/E2- B2-@
不平均_adj 匀的_noun	A6.1-
不幸_adv 事件_noun	A5.1-
不幸_adv 时期_noun	T1.3
不幸_verb 的_part 人_noun	A1.4- X7- A1.4-/S2mf
不庄重_verb 的_part 女人_noun	B5
不引人_adv 注意_verb	X5.1-
不当_adv 治疗_verb	I3.2/G2.1- I3.2/G2.2-
不当心_adv 弄错_verb	M1
不必_adv 要地_noun	S6-
不必_adv 要的_verb	N5.2+ S6- X7-
不必要_adv 东西_noun	S6-
不忍_adv 目睹_verb	A5.1-- E5-
不忍卒_adv 睹_verb	O4.2-
不快_adj 的_part 事_noun	E4.2-
不悦_verb 的_part 脸_noun	O1.2/F1
不愉快_adj 的_part 事_noun	E2- O4.2- S1.2.1-
不愉快_adj 的_part 音调_noun	X3.2
不愿意_noun 地_noun	X5.2- X7-
不承认_verb 为_verb 己_pron 所有_det	X7-
不抱_adv 希望_verb	X2.6- E4.1- X9.2- A5.1-
不抵抗_verb 主义者_noun	E3+ E3+/S2mf
不拘行式_adj 的_part 行为_noun	X2.2+ X2.5+ S1.2.1+
不敬_verb 的_part 行为_noun	S7.2-
不敬畏_verb 神_noun	T1.2 S9
不整齐_adj 的_part 衣服_noun	O4.2-
不断_adv 喝酒_verb	F2
不断_adv 地_part 咳嗽_verb	A1.1.1 X2.5+ Y2 K5.1 Q4.2/S2mf X5.2-
不断_adv 增加_verb	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
不断_adv 攻击_verb	A12- E3-
不断_adv 攻击_verb 以_pnoun 困扰_noun	E3-
不断_adv 移动_verb	M1
不时_adv 髦的_verb	O4.2- E2- T3+
不明_adj 道理_noun 的_part 人_noun	X9.1-/S2mf
不易_verb 倾斜_verb	L1-/S2mf O4.1 O4.5 B2- S1.2.1- A12- E3-
不易_verb 对待_verb 之人_noun	N5 A12-
不易_verb 忘怀的_verb	M7 S9 E6- M1/N6+
不易_verb 消化_verb	O4.5 S1.2.5+ N5+ A5.1+ X5.2+ S7.1+ X9.1+ O4.1 S1.2.3+
不易_verb 溶解_verb	S1.2/A2.1-
不易_verb 相交_verb	E2- O4.2- S1.2.1-
不易_verb 看到_verb 的_part 地方_noun	A1.7+ S7.1+ M3 O4.4 M6 K5.1
不服从_verb 的_part 人_noun	S5- S5-/S2mf
不期_adv 而_part 来的_verb	A1.7- M1 G2.2- A2.1+
不朽的_adv 声誉_noun	L1+/T2+++
不朽的_adv 著作_noun	O2 A10+
不模棱_adv 两可_num	A7+
不正_adj 行为_noun	G2.2- G2.1-
不正常_adj 兴奋_noun	E1
不正常_adj 的_part 兴奋_noun	E1/A1.7- B2-/X1
不正当_adj 利益_noun	I1.1/G2.2-
不正当_adj 男女_noun 关系_noun	A10-/S3.2 S3.2
不正当_verb 的_part 手段_noun 获利_noun	A1.1.1 G2.1- X3.2+ O2
不正当_verb 的_part 投票_noun	M2 A1.1.1 F1 S7.1+@ Z4@ O1 O2
不法_adj 侵入_noun 而_part 占领_verb 土地_noun	X7-
不法_adj 利润_noun	A6.2+ A4.2- A13.2
不法_adj 所得_noun	A6.2+ A4.2- A13.2
不法_adj 行为_noun	G2.1- G2.1/S2mf
不活泼_adv 状态_noun	A1.1.2 O1.1
不测_verb 事件_noun	A1.1.2 A1.4
不测_verb 的_part 事_noun	A7
不清楚_adv 发音_verb	L3
不清楚_pnoun 或_conj 令_verb 人_noun 听_verb 不_adv 出地_verb 说话_verb	Q2.2/X3.2-
不然_adv 的话_part	A6.1- Z4 Z5
不爱_adv 讲话_verb	E4.1-
不用_adv 发动机_noun	Q3 X5.2-
不用_adv 电线_noun	O4.1
不用_adv 马鞍地_pnoun	B5-/L2
不畅_verb 快的_verb	O4.3 E4.1-
不知_adv 世故_verb 的_part 人_noun	T3-/S2mf
不知_adv 怎么_adj 回_msr 事_noun	M1 X5.1-
不知_adv 感恩_verb	E4.2- A12-
不知_adv 感谢_verb	S1.2.4-
不知不觉_verb 地_part 成为_verb	A5.1-/A2.1 X5.1- T1.3 T2+ T2- S9
不知什么_adv 道理_noun	N5
不知觉_adv 地_part 过_verb	M1 M5 Q3%
不知觉_adv 陷入_verb	M1 K6 O2/C1 W3 O2/Y1 I1.1-/A2.1 Y2 A5.1-/A2.1 K2 M2 K5.2
不确定_adj 性的_noun	A7
不称职_verb 地_part 代表_verb	A5.3-
不稳定_noun 气流_noun	A12- W4
不穿履_adv 物_noun	B1
不符_adj 事实_noun 的_part 中伤_noun 言词_noun	G2.2-
不符_adj 心愿_noun	O4.2- X7-
不符合_adv 习惯_verb	S4 G2.1-
不管_conj ._punc ._punc ._punc	A13.1 Z4
不管_conj 怎样_verb	X2.1 Z4 A13.7 Z8 Z5
不管_conj 问话_noun 形式_noun 系_verb 肯定_verb 或_conj 否定_verb	Z4
不纯淡_adj 酒精_noun	A11.2- X5.2- B2- N3.2-
不耐烦_verb 地_part	N3.8+ X5.2+ E3-
不能_adj 受雇者_noun	I3.1
不能_adv 到达_verb 远处_noun	G3
不能_adv 说话_verb	Q2.1-
不自然_adv 之物_noun	A5.4-
不自然_adv 地_part	A5.4-
不致于_verb 吧_part	A7+
不良_verb 地_part	H5 O4.3
不良_verb 好的_verb	O4.2- X7-
不规则_adj 的_part 事物_noun	A6.2- O4.4 N6- A6.3+
不论_conj 何时_pron	Z5
不论_conj 对方_pron 的_part 性别_noun	S7.1+/S2.2m
不读音_verb 的_part 字母_noun	X3.2- N5-
不负所_adv 望_verb 的_part 事物_noun	O2
不费力_adv 气_verb	A12+
不起_verb 化学_noun 变化_noun	O4.1
不足_verb 的_part 数量_noun	N5-
不足取_verb 的_part 事_noun	E4.1+/S1.2.6-
不足取_verb 的_part 人_noun	A11.1- A11.1-/S2mf Z6/Z8 Z8/Z6cmf
不适_verb 当地_noun	A1.2- G2.2- N5- A5.1- N5.2+
不适合_verb 的_part 东西_noun	A6.2-/S2mf
不遵守_adv 法律_noun	G2.1-
不配_noun 得到_verb 地位_noun	S1.1.4- G2.2-
不重要_adj 的_part 事_noun	X5.2-
不重要_adv 的_part 人_noun	S1.2.4-/S2mf A11.1--/S2mf
不长_verb 果实_noun	X9.2-
不顾_verb 别人_noun	S1.2.3+
不顾_verb 费用_noun	A11.1- E6+
不驯服_verb 的_part 动物_noun	G2.1-
与_prep 不像_noun	A6.1- Z5
与_prep 不符_verb	A5.2-
与_prep 争辩_verb	A12-
与_prep 作战_noun	S8- X8+ E3- G1.2 K5.1
与_prep 合夥_noun	S3.1 S3.1/S2mf S3.2/S2mf S4mf
与_prep 吻合_verb	A1.8+ O2
与_prep 命运_noun 有关_verb	A11.1+ A5.1-/A2.2+
与_prep 婚姻_noun 有关地_verb	S4
与_prep 居住_verb 有关_adj	H4
与_prep 异性_adj 闲荡_adj	M1 E4.1+
与_prep 性交_verb	X2.2+ S3.2/B1%
与_prep 战斗_noun	X8+ G3 E3- O2
与_prep 抵销_verb	A6.1- H1 Q4.1 L3 B1 W3
与_prep 教会_noun 有关_verb	S9 X1
与_prep 比较_adv	M6 Z5
与_prep 水面_noun 齐平_verb	N5++
与_prep 汞_noun 混合_verb	S5+
与_prep 父_noun 同名_verb 的_part 儿子_noun	S7.1-- T3-- T3--/S2mf S7.1--/S2mf G2.1/S2mf
与_prep 疏远_verb	T2- S7.4- G2.1
与_prep 结婚_verb	S4 A2.2
与_prep 道德_noun 无关_verb	G2.2-
与_prep 面对_verb	N4 Z5
与人_noun 亲善_noun	H3/S2mf N3.3-/S2mf M7/N3.3- M6
与其_adv 宁可_adv	N4 Z5
与其_adv 莫如_verb	Z5
丑_adj 女人_noun	F1 L3 F2 O4.3
丑_noun 老太婆_noun	S2.1f/O4.2- S9/S2.1f O4.2-/S2.1f
专_adv 做_verb 订制_verb	A6.2+ S1.1.1 I2.2
专会_noun 玩_verb 鬼_noun 聪明_verb	A5.2- A10- C1
专利权_noun 使用费_noun	S7.1+ I1.1
专利权_noun 所有人_noun	A9+/Q1.2/S2mf
专制_noun 主义_noun	G1.2 X2.1 X2.1/S9
专制_noun 君主_noun	S7.1+/S2mf A1.7+/S2mf
专制_noun 政治论_noun	G1.2 X2.1 X2.1/S9
专卖_adj 流行_adj 衣服_noun 的_part 小_adj 商店_noun	I2.2/B5/H1
专售_adj 法式_adj 蛋糕_noun 的_part 店_noun	F1/I2.2
专家_noun 的_part 意见_noun	X2.1 X2.1/A5 X6+ X2.2+ X9.1+
专心_adv 于_prep	F4 A9+
专心_adv 于_prep 家务_noun	H4 S4
专心_adv 从事_verb	E2+ S6+ S9
专心_adv 致意_verb 地_part 干_verb	K5.1 E3- A1.1.1/A12-
专有_adj 名词_noun 的_part 一_num 部分_noun	W3
专栏_noun 作家_noun	Q4.2/S2mf
专用_verb 于_prep	A9-
专科_noun 大学_noun	P1/H1c
专科_noun 学校_noun	P1/H1 S5+c P1
专科_noun 院校_noun	P1/H1 S5+c P1
专门_adj 的_part 事项_noun	X4.2 G2.1/A4.2+
专门_adv 医师_noun	X2.2+ X2.2+/S2mf B3/S2mf
专门_adv 技术_noun	X2.2+ X9.1+
专门_adv 提供_verb 快餐_noun 服务_noun	F1
专门_adv 辞典_verb	Q4.1
专题_noun 论文_noun	Q4.1
世_pnoun 所_part 周知_verb	A6.2+ S1.2.1+ S9
世代_noun 相传_verb	A9+/S4
世外_pnoun 桃源_pnoun	M7/X7+
世界_noun 末日_noun	S9 A5.1-/T2-
世界_noun 末日_noun 善恶_noun 决战_verb 的_part 战场_noun	A1.1.2
世界_noun 范围的_noun	W3 M7 A1.8+
世袭_adj 的_part 财产_noun	M3/N3.1
世面_noun 灵通_verb 的_part 人_noun	B5
业余_adj 高_adj 段_msr 电脑_noun 使用者_noun	Y2/S2mf
业务_noun 人员_noun	A1.1.1/S2mf S8+/S2mf
业馀_noun 爱好_verb 家_noun	I3.2- I3.2-/S2mf
丛_pnoun 上_loc 向下_adv 的_part 袭击_noun	M1 A9+
丛书_noun 文库_noun	Q4.1/H1c
东倒西歪_verb 地走_verb	M1
东倒西歪_verb 的_part 走路_verb	M1
东北部_noun 地方_noun	M6
东方_noun 文明_noun	Z2 Z2/S2mf
东方_noun 诸国_noun	M6 A6.2+ Z2 Z2/S2mf
东方_pnoun 国家_noun	M6
东欧_pnoun 或_conj 亚洲_pnoun 产_verb 的_part 大_adj 颊_noun 的_part 鼠类_noun	L2mfn
东洋_pnoun 头_noun	F4 A1.1.1 N5 K5.1/O2 L2
东芝_pnoun 公司_noun	Z3c
东西_noun 距离_verb	M1 T2+
东部_noun 地方_noun	M6
丝_noun 结_verb 的_part 饰缘_noun	C1
丝柏_noun 木料_noun	L3
丝毫_adv 不_adv 差_verb	A4.2+ A5.3+
丝毫_adv 没有_verb 别的_det	A11.1-
丝织品_noun 的_part 纬线_noun	M3fn
两_num 个_msr	N1 T3 T1.2
两_num 个_msr 一组_noun	S5+c
两_num 个_msr 东西_noun	N1 T3 T1.2
两_num 人_noun	N1 T3 T1.2
两_num 人_noun 一_num 组_msr	S5+c
两_num 人_noun 玩_verb 的_part 游戏_noun	S5+c
两_num 倍_msr 重的_noun	N5
两_num 党_noun 连立_adj	G1.2/A6.1-
两_num 刀_msr 论法_noun	X2.5-
两_num 匹_msr 马_noun	N5 N5c
两_num 头_msr 尖_adj 的_part 平底船_noun	M4fn
两_num 山_noun 的_part 中间_noun	Z2
两_num 性_noun	S3.2/B1 S3.2/S2mf
两_num 手_noun 俱利_verb	B1
两_num 月_noun 一_num 次_msr	N6+
两_num 次_msr 倍_msr	N6
两_num 点_msr 钟_noun	N1 T3 T1.2
两_num 者_noun	N5 Z5
两_num 者_noun 之一_noun	M6 N4 Z5
两_num 腿_noun 叉开坐_noun	M8 M6 M3 A1.8+
两_num 足_noun 动物_noun	M3fn
两_num 面_msr 穿_verb	M6 S1.1.2+
两_num 面_noun	A6.1-/X2.1 N5 Z5
两_num 项_msr 竞赛_noun	K5.1
两_num 齿_noun 间_loc 隙缝_noun 很_adv 大_verb	O4.1
两便士_pnoun 银币_noun	I1
两路线_noun 运费_noun 差额_noun	A6.1- N2 I1
严加_adv 批评_verb	O1.1 O2 Q1.2 Q2.2
严加_adv 注意_verb	A1.1.1 A12- I3.1/S5+ B1 A1.1.1/A12- A11.1+/N5.2+
严厉_adv 对付_verb	G2.1
严厉_adv 批评_verb	B1 E3- O2 Q4.3/M1 Q2.2
严厉_adv 责骂_verb	S1.2.1-
严守_verb 时刻_noun	T4
严守_verb 时间_noun	T4
严密_verb 之_part 意义_noun	A5.4+ A1.2+ A5.3+ S1.2.4+ S9
严密_verb 地_part	A1.7+ N5- A13.6 X5.1+/E2- A13.4 A4.2+ N3.3- A5.3+ G2.2+ S1.2.5+ A14
严格_adv 考验_verb	E6-
严格_verb 的_part 锻链_noun	O4.6+
严酷_verb 的_part 考验_noun	O2
严重_adv 事故_noun	B2-/S2mf B3 A1.4/S2mf
严重_adv 戒备_verb	E4.1-/S3.2 E4.1-/A9
严重_adv 格_verb	A5.1- S1.2.5+ S1.2.1- O4.2-
丧失_verb 了_part	A9-
丧失_verb 体面_adj	S7.2- A5.1-/A2.1 A1.1.2
丧失_verb 抵押_noun 品_noun 赎回权_noun	T2-
丧礼_noun 时_loc	L1-/S1.1.1
个人_noun 主义_noun	S5- G1.1 S5-/S2mf
个人_noun 主义者_noun	S5-/S2mf
个人_noun 性地_noun	S3.2 A4.2+
个人_noun 计算机_noun	Y2
个体_noun 生态学_noun	P1/Y1
个别_adj 室_noun	O2 M3/H2
个别_adj 性的_noun	N5- S2mf
个别_adj 指导_noun	P1
个别_adj 谈话_noun	Q2.1
个别_adj 辅导_noun	S8+
个别_adv 叙述_verb	Q2.1 N1/N6+
个子_noun 矮的_verb	L3
个性_noun 倔强_verb	E3-/S1.2 A5.1-
个性_noun 内向者_noun	S1.2.1-
中世_pnoun 时期_noun	A11.1- N4 P1
中世纪_noun 时_loc 在_prep 英国_pnoun 北方_noun 的_part 王国_noun	Z2
中世纪_noun 的_part 大官_noun	G2.1/S2mf
中产_adj 阶级_noun	G1.2 E2- S5/I1.1
中产_adj 阶级_noun 分子_noun	G1.2 E2-
中伤_noun 性的_noun	Q2.2/A5.2- Q2.2/A5.1- G2.2-
中和_pnoun 性的_noun	A6.2+
中和_pnoun 酸性的_noun	B3
中国_pnoun 国民党_pnoun	G1.2/Z3
中国_pnoun 式_noun	Z2 Z2/Q3 Z2/S2mfnc
中国_pnoun 语_noun	Z2 Z2/Q3 Z2/S2mfnc
中坚_noun 分子_noun	A5.1+++ A5.1+++/S5+c S7.1+/S5+c
中央_noun 广场_noun	H2/S9 M6 A13.5 Z2
中央_noun 情报局_noun	Z3c
中央_noun 细部_noun	B1 B5
中央_noun 集权_verb	S5+
中央_noun 集权_verb 主义者_noun	G1.2
中央_noun 集权制_noun	G1.2/X4.2
中年级_noun 班_noun	F1 G3 L2 O2
中庸_verb 之_part 道_noun	S1.2.6+
中心_noun 人物_noun	K2 S9 E1 S2mf
中心_noun 地_noun	G3/M7 M7
中心_noun 地带_noun	X2.1/M7
中心_noun 思想_noun	N3.8-
中心_noun 装饰品_noun	H5 A11.1+
中止_verb 诉讼_noun 手续_noun 的_part 申请_noun	A1.3+
中流_adj 砥柱_noun	A11.1+
中石器_noun 时代_noun	T1.1.1
中立派_noun 议员_noun	S5+
中等_adj 肉_noun	O2
中篇_noun 小说_noun	Q4.1
中途_noun 停留_verb	T1.3
中途_noun 夺取_verb	S8-
中途_noun 夺取_verb 逮捕_verb	S8-
中途_noun 短暂_verb 的_part 停留_noun	M3
中途_noun 退学_verb	X9.2-/S2mf
中间_noun 临时_adj	T1.3
中间_noun 发生_verb 干扰_noun	S1.1.3+ N4
中间_noun 存在者_noun	M6 N3.1 Z5
中间_noun 成_verb 凹形_noun	F1/A1.1.1 O2 F1 Q4.3 O4.2+%
中间_noun 抽头_verb	A1.1.1 X3.2 A1.5.1 Q2.2 G1.1/Q1.3 F4%
中间_noun 试验_noun	N5 N4
中间派_noun 议员_noun	S5+
中风_noun 患者_noun	B2- F2+++
丰姿_noun 绰约_verb	O4.2+ N5+
丰盛_verb 地_part	A13.3
串在_verb 叉上_verb	Q2.2 A1.1.1%
临床_adj 医学家_noun	B3/S2mf
临床_adj 医师_noun	B3/S2mf
临床_adj 讲义_noun	B3 B3/H1
临床_adj 讲义_noun 科_noun	B3 B3/H1
临时_adj 会员_noun	A7+/Q2.2
临时_adj 参加_verb 会_verb	A1.1.1 A1.7+ K5.1 B5 O2
临时_adj 围墙_noun	A9+/N5+ O2
临时_adj 堆积处_noun	M2 T2- I2.2/I1.3- S3.1- Y2 M7/O4.2- N5 Y2%
临时_adj 填补_verb 性的_noun	T1.3-
临时_adj 填补_verb 空缺_verb 的_part 人_noun	T1.3-
临时_adj 填补物_noun	T1.3-
临时_adj 房屋_noun	S9/H1
临时_adj 手段_noun	A1.1.1/A1.5.2+ G2.2-
临时_adj 收入_noun	S1.2.1+ N6- O4.1
临时_adj 改道_noun	M3
临时_adj 替人_noun 看_verb 婴儿者_noun	S8+/S4/S2mf
临时_adj 津贴_noun	I1.1/N5++ I1.1/T3+ H4/H1c
临时_adj 流动_noun 餐馆_noun	F1/H1 F1/O2
临时_adj 的_part 事物_noun	T1.3
临时_adj 的_part 代用品_noun	Q2.2 S1.2.4+
临时_adj 的_part 小房_noun	H1
临时_adj 穿插_verb	A1.4 K4 Q2.2
临时_adj 符号_noun	A1.4 K2
临时_adj 营房_noun	H1
临时_adj 解雇_verb	I3.1-
临时_adj 跑道_noun	B5- A1.1.1 A9- O2 N3.6 M7 C1 B5/K5.1
临时_adj 雇员_noun	N5++ T1.3
临机_adj 应变_noun	X9.1+ Q2.2/X9.1+ Q1.2/X9.1+
临机_adj 应变_noun 主义_noun	A1.4/A1.5.1 G2.2-
临终_adj 之时_loc	L1-
丸酷_verb 子弟_noun	O2
丹麦_pnoun 的_part 童话_noun 作家_noun	Z1
为_prep 一_num 种_msr 有键_adj 乐器_noun 用_verb 的_part 小曲_noun	X2.1 A5.2-
为_prep 义_noun	G2.2+ A2.2 O4.1
为_prep 使_verb 共_adv 有_verb 地_noun 划分_verb 为_verb 私有地_noun 的_part 围篱_noun	Q1.2 M7 A1.8+ A10-
为_prep 健康_noun 而_part 饮_verb	A7+/Q2.2
为_prep 减轻_verb 体重_noun 或_conj 变瘦_noun 而_part 做_verb 的_part 节食_verb 或_conj 运动_verb	N3.5-/A2.1
为_prep 发誓_verb	Q2.2 X6+ S9
为_prep 地下室_noun 的_part 光线_noun 或_conj 通行_noun 而_part 留_verb 的_part 空地_noun	M7 A4.1 N3.6
为_prep 坝_noun 所_part 蓄阻_verb 的_part 水_noun	H1/M4 F4
为_prep 备_verb 基金_noun	I1.1 N5+
为_prep 夸示_noun 而_part 带_verb 著_part 人_noun 走_verb	M1 M7
为_prep 孤儿_noun	S4- S4-/S2mf
为_prep 小事_noun 挂虑_verb	S1.2.4+ S1.2.5-/S2mf
为_prep 小事_noun 过分费心_verb	E6- E3-
为_prep 打楔而凿_verb	S1.1.2+ W3/M4 K5.1/H1 N5+ K5.1 I1/A1.4
为_prep 琐事_noun 操心_verb	E6- Q2.2
为_prep 琐事_noun 费时_verb	E6- E3-
为_prep 甚么_det	A2.2
为_prep 的_part 象徵_verb	Q1.1
为_prep 私心_noun 所_part 动_verb	X5.2+ S1.1.3+
为_prep 立誓_verb	Q2.2 X6+ S9
为_prep 职业_noun	I3.2+ I3.1 X9.1+ A5.1+ I3.2+/S2mf X9.1+/S2mf
为_prep 致意_verb 欢迎_verb 而_part 行的_verb 接吻_verb	S1.1.1
为_prep 血_noun 所_part 污_verb	A13.3 Z4 B1
为_prep 贫穷_noun 所_part 困恼_verb	I1.1---
为_prep 金钱_noun 而_part 工作_verb	G2.2-/I1 G3/S2mf
为_verb 著_part	A5.1+ S8+ M6 Z5
为了_prep 印刷_verb 而_part 刻_verb	C1
为了_prep 安全_verb	S8+/A15+ A10-
为了_prep 特别_adj 场合_noun	N6-
为了_prep 看的_verb	X3.4
为了_prep 要_verb	A13.3 Z5
为人_noun 堕胎者_noun	B3/S2mf
为烹食所_verb 种_verb 水果_noun	O2/F1
为难_verb 的_part 事_noun	E3-
主_adj 叶脉_noun	B1 F1 O2 C1% E4.1+
主_adj 成份_noun	A1.1.1 A11.1+ O2 F1 X4.1 G2.2+
主_adj 活动_noun	A1.1.1 X5.2+
主人_noun 派头_verb	S7.1+ X9.1+
主动脉_noun 动脉炎_pnoun	B1/B2-
主席_noun 的_part 身分_noun 或_conj 资格_noun	S7.1+
主张_verb 个人_noun 思想_noun	G1.2 S7.4+ G1.2/S2mf
主张_verb 遵守_verb	G2.1 G2.1+
主战_noun 论者_noun	G3/X5.2+
主持_verb 会议_noun	S7.1+
主持_verb 家务_noun	H4 A1.1.1/A6.2+
主教_noun 之职_noun	S9
主教_noun 制度_noun	S9
主教_noun 教区_noun	S9/M7
主教_noun 的_part 总_adj 教堂_noun	S9/H1
主教_noun 的_part 职位_noun	B5/S9 S9 S9/S7.1+
主教_noun 的_part 辖区_noun	S9/S7.1+
主教_noun 祭服_noun 及_conj 徽章_noun	S9
主教_noun 管区_noun	S9/M7
主教仪_noun 典书_noun	S9
主旋_verb 律的_verb	X4.1 Q3
主管_noun 人员_noun	I2.1/S2mf G1.1c S7.1+/S5+c S7.1+
主管_noun 教堂_noun 的_part 牧师_noun	S9/S2mf
主要_adj 交通线_noun	M3
主要_adj 产物_noun	A1.1.1 A11.1+ O2 F1
主要_adj 成分_noun	A2.2 T2+ X4.2
主要_adj 的_part 事_noun	N5.1- O2 Q4 K2 K4 G3@
主要_adj 目的_noun	N3.8-
主要_adv 与_prep 过去式_noun	T3---
主要_adv 在_prep 美国_pnoun 使用_verb	Z8
主要_adv 用于_verb 诗词_noun	W3
主观_adj 主义_noun	G1.2/X2.1
主题_noun 音乐_noun	X4.1 K2 Q1.2 Q3
举例_verb 说明_verb	A4.1 C1
举出_verb 名称_noun 加以_verb 说明_noun	A4.2+/Q2.2
举手过肩_verb 而_part 投球_verb	B1
举枪_verb 的_part 姿势_noun	M2 A9+ Q4 S7.4+ B1% B2-%
举行_verb 仪式_noun 以_prep 清净_verb	A6.1 S1.2.1+/E3+ X2.5+
举行_verb 凯旋式_noun	X9.2+
举行_verb 划舟_noun 比赛_noun	E3- M4 N4 N5+ M7 M3/H3
举行_verb 宴会_noun 招待_verb 客人_noun	F1 K1
举行_verb 活动_noun	A10+ G1.2
举行_verb 葬礼_noun	A10- L1-
